Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,Resource,Role
127,Deliver Goods Services,Sean Manney-Supplier,2011-01-28 07:45:00.000,2011-01-29 03:27:00.000,Variant 3,3,Sean Manney,Supplier
127,Release Purchase Order,Anne Olwada-Requester,2011-01-29 11:05:00.000,2011-01-29 11:06:00.000,Variant 3,3,Anne Olwada,Requester
127,Approve Purchase Order for payment,Karel de Groot-Purchasing Agent,2011-01-29 18:28:00.000,2011-01-29 18:29:00.000,Variant 3,3,Karel de Groot,Purchasing Agent
127,Send Invoice,Esmeralda Clay-Supplier,2011-01-31 00:41:00.000,2011-01-31 00:41:00.000,Variant 3,3,Esmeralda Clay,Supplier
127,Release Supplier's Invoice,Karalda Nimwada-Financial Manager,2011-01-31 15:03:00.000,2011-01-31 15:06:00.000,Variant 3,3,Karalda Nimwada,Financial Manager
127,Settle Dispute With Supplier,Pedro Alvares-Financial Manager,2011-01-31 15:14:00.000,2011-01-31 15:38:00.000,Variant 3,3,Pedro Alvares,Financial Manager
127,Authorize Supplier's Invoice payment,Pedro Alvares-Financial Manager,2011-01-31 15:38:00.000,2011-01-31 15:38:00.000,Variant 3,3,Pedro Alvares,Financial Manager
127,Pay Invoice,Pedro Alvares-Financial Manager,2011-01-31 16:29:00.000,2011-01-31 16:43:00.000,Variant 3,3,Pedro Alvares,Financial Manager
146,Create Purchase Requisition,Tesca Lobes-Requester,2011-01-19 06:25:00.000,2011-01-19 06:50:00.000,Variant 7,7,Tesca Lobes,Requester
146,Analyze Purchase Requisition,Maris Freeman-Requester Manager,2011-01-20 04:11:00.000,2011-01-20 04:18:00.000,Variant 7,7,Maris Freeman,Requester Manager
146,Create Request for Quotation,Heinz Gutschmidt-Requester Manager,2011-01-20 04:23:00.000,2011-01-20 04:26:00.000,Variant 7,7,Heinz Gutschmidt,Requester Manager
146,Analyze Request for Quotation,Karel de Groot-Purchasing Agent,2011-01-21 19:14:00.000,2011-01-21 19:39:00.000,Variant 7,7,Karel de Groot,Purchasing Agent
146,Send Request for Quotation to Supplier,Magdalena Predutta-Purchasing Agent,2011-01-22 16:56:00.000,2011-01-22 17:16:00.000,Variant 7,7,Magdalena Predutta,Purchasing Agent
146,Create Quotation comparison Map,Magdalena Predutta-Purchasing Agent,2011-01-22 17:55:00.000,2011-01-22 22:48:00.000,Variant 7,7,Magdalena Predutta,Purchasing Agent
146,Analyze Quotation Comparison Map,Alberto Duport-Requester,2011-01-23 05:30:00.000,2011-01-23 05:48:00.000,Variant 7,7,Alberto Duport,Requester
146,Choose best option,Fjodor Kowalski-Requester,2011-01-23 05:48:00.000,2011-01-23 05:48:00.000,Variant 7,7,Fjodor Kowalski,Requester
146,Settle Conditions With Supplier,Magdalena Predutta-Purchasing Agent,2011-01-23 08:37:00.000,2011-01-23 22:40:00.000,Variant 7,7,Magdalena Predutta,Purchasing Agent
146,Create Purchase Order,Magdalena Predutta-Purchasing Agent,2011-01-24 04:11:00.000,2011-01-24 04:18:00.000,Variant 7,7,Magdalena Predutta,Purchasing Agent
146,Confirm Purchase Order,Karen Clarens-Supplier,2011-01-24 20:33:00.000,2011-01-24 21:02:00.000,Variant 7,7,Karen Clarens,Supplier
146,Deliver Goods Services,Esmeralda Clay-Supplier,2011-01-27 05:02:00.000,2011-01-28 06:01:00.000,Variant 7,7,Esmeralda Clay,Supplier
146,Release Purchase Order,Immanuel Karagianni-Requester,2011-01-28 13:31:00.000,2011-01-28 13:32:00.000,Variant 7,7,Immanuel Karagianni,Requester
146,Settle Dispute With Supplier,Karel de Groot-Purchasing Agent,2011-01-28 21:30:00.000,2011-01-29 07:40:00.000,Variant 7,7,Karel de Groot,Purchasing Agent
146,Release Purchase Order,Tesca Lobes-Requester,2011-01-29 15:11:00.000,2011-01-29 15:12:00.000,Variant 7,7,Tesca Lobes,Requester
146,Approve Purchase Order for payment,Karel de Groot-Purchasing Agent,2011-01-30 08:45:00.000,2011-01-30 08:46:00.000,Variant 7,7,Karel de Groot,Purchasing Agent
146,Send Invoice,Esmeralda Clay-Supplier,2011-01-31 00:41:00.000,2011-01-31 00:41:00.000,Variant 7,7,Esmeralda Clay,Supplier
146,Release Supplier's Invoice,Karalda Nimwada-Financial Manager,2011-01-31 14:57:00.000,2011-01-31 15:02:00.000,Variant 7,7,Karalda Nimwada,Financial Manager
146,Authorize Supplier's Invoice payment,Karalda Nimwada-Financial Manager,2011-01-31 15:02:00.000,2011-01-31 15:02:00.000,Variant 7,7,Karalda Nimwada,Financial Manager
146,Pay Invoice,Karalda Nimwada-Financial Manager,2011-01-31 15:16:00.000,2011-01-31 15:29:00.000,Variant 7,7,Karalda Nimwada,Financial Manager
150,Create Purchase Requisition,Nico Ojenbeer-Requester,2011-01-19 15:05:00.000,2011-01-19 15:22:00.000,Variant 14,14,Nico Ojenbeer,Requester
150,Analyze Purchase Requisition,Maris Freeman-Requester Manager,2011-01-20 00:49:00.000,2011-01-20 00:55:00.000,Variant 14,14,Maris Freeman,Requester Manager
150,Create Request for Quotation,Maris Freeman-Requester Manager,2011-01-20 00:59:00.000,2011-01-20 01:01:00.000,Variant 14,14,Maris Freeman,Requester Manager
150,Analyze Request for Quotation,Francois de Perrier-Purchasing Agent,2011-01-23 07:45:00.000,2011-01-23 07:57:00.000,Variant 14,14,Francois de Perrier,Purchasing Agent
150,Send Request for Quotation to Supplier,Francois de Perrier-Purchasing Agent,2011-01-23 20:07:00.000,2011-01-23 20:36:00.000,Variant 14,14,Francois de Perrier,Purchasing Agent
150,Create Quotation comparison Map,Magdalena Predutta-Purchasing Agent,2011-01-23 22:40:00.000,2011-01-24 03:22:00.000,Variant 14,14,Magdalena Predutta,Purchasing Agent
150,Analyze Quotation Comparison Map,Fjodor Kowalski-Requester,2011-01-24 09:54:00.000,2011-01-24 10:19:00.000,Variant 14,14,Fjodor Kowalski,Requester
150,Choose best option,Elvira Lores-Requester,2011-01-24 10:19:00.000,2011-01-24 10:19:00.000,Variant 14,14,Elvira Lores,Requester
150,Settle Conditions With Supplier,Karel de Groot-Purchasing Agent,2011-01-24 18:47:00.000,2011-01-25 00:58:00.000,Variant 14,14,Karel de Groot,Purchasing Agent
150,Create Purchase Order,Magdalena Predutta-Purchasing Agent,2011-01-25 12:02:00.000,2011-01-25 12:13:00.000,Variant 14,14,Magdalena Predutta,Purchasing Agent
150,Confirm Purchase Order,Carmen Finacse-Supplier,2011-01-27 07:45:00.000,2011-01-27 07:55:00.000,Variant 14,14,Carmen Finacse,Supplier
150,Deliver Goods Services,Carmen Finacse-Supplier,2011-01-27 21:49:00.000,2011-01-29 07:44:00.000,Variant 14,14,Carmen Finacse,Supplier
150,Release Purchase Order,Penn Osterwalder-Requester,2011-01-29 15:22:00.000,2011-01-29 15:23:00.000,Variant 14,14,Penn Osterwalder,Requester
150,Approve Purchase Order for payment,Magdalena Predutta-Purchasing Agent,2011-01-30 00:20:00.000,2011-01-30 00:21:00.000,Variant 14,14,Magdalena Predutta,Purchasing Agent
150,Send Invoice,Kiu Kan-Supplier,2011-01-31 17:42:00.000,2011-01-31 17:42:00.000,Variant 14,14,Kiu Kan,Supplier
150,Authorize Supplier's Invoice payment,Karalda Nimwada-Financial Manager,2011-02-01 08:05:00.000,2011-02-01 08:05:00.000,Variant 14,14,Karalda Nimwada,Financial Manager
150,Pay Invoice,Pedro Alvares-Financial Manager,2011-02-01 08:27:00.000,2011-02-01 08:40:00.000,Variant 14,14,Pedro Alvares,Financial Manager
155,Create Purchase Requisition,Anna Kaufmann-Requester,2011-01-20 21:08:00.000,2011-01-20 21:48:00.000,Variant 34,34,Anna Kaufmann,Requester
155,Create Request for Quotation,Elvira Lores-Requester,2011-01-21 02:55:00.000,2011-01-21 03:01:00.000,Variant 34,34,Elvira Lores,Requester
155,Analyze Request for Quotation,Magdalena Predutta-Purchasing Agent,2011-01-23 06:49:00.000,2011-01-23 07:19:00.000,Variant 34,34,Magdalena Predutta,Purchasing Agent
155,Amend Request for Quotation,Immanuel Karagianni-Requester,2011-01-23 07:55:00.000,2011-01-23 08:02:00.000,Variant 34,34,Immanuel Karagianni,Requester
155,Analyze Request for Quotation,Karel de Groot-Purchasing Agent,2011-01-23 20:26:00.000,2011-01-23 20:53:00.000,Variant 34,34,Karel de Groot,Purchasing Agent
155,Amend Request for Quotation,Christian Francois-Requester,2011-01-23 21:48:00.000,2011-01-23 21:58:00.000,Variant 34,34,Christian Francois,Requester
155,Analyze Request for Quotation,Karel de Groot-Purchasing Agent,2011-01-25 00:58:00.000,2011-01-25 01:14:00.000,Variant 34,34,Karel de Groot,Purchasing Agent
155,Send Request for Quotation to Supplier,Karel de Groot-Purchasing Agent,2011-01-25 17:55:00.000,2011-01-25 18:20:00.000,Variant 34,34,Karel de Groot,Purchasing Agent
155,Create Quotation comparison Map,Karel de Groot-Purchasing Agent,2011-01-25 18:41:00.000,2011-01-25 20:42:00.000,Variant 34,34,Karel de Groot,Purchasing Agent
155,Analyze Quotation Comparison Map,Elvira Lores-Requester,2011-01-26 02:30:00.000,2011-01-26 02:45:00.000,Variant 34,34,Elvira Lores,Requester
155,Choose best option,Miu Hanwan-Requester,2011-01-26 02:45:00.000,2011-01-26 02:45:00.000,Variant 34,34,Miu Hanwan,Requester
155,Settle Conditions With Supplier,Karel de Groot-Purchasing Agent,2011-01-26 06:47:00.000,2011-01-26 16:49:00.000,Variant 34,34,Karel de Groot,Purchasing Agent
155,Create Purchase Order,Magdalena Predutta-Purchasing Agent,2011-01-26 23:30:00.000,2011-01-26 23:42:00.000,Variant 34,34,Magdalena Predutta,Purchasing Agent
155,Confirm Purchase Order,Sean Manney-Supplier,2011-01-28 06:54:00.000,2011-01-28 07:27:00.000,Variant 34,34,Sean Manney,Supplier
155,Deliver Goods Services,Carmen Finacse-Supplier,2011-01-29 21:07:00.000,2011-01-31 12:51:00.000,Variant 34,34,Carmen Finacse,Supplier
155,Release Purchase Order,Esmana Liubiata-Requester,2011-01-31 20:14:00.000,2011-01-31 20:15:00.000,Variant 34,34,Esmana Liubiata,Requester
155,Settle Dispute With Supplier,Karel de Groot-Purchasing Agent,2011-02-01 00:57:00.000,2011-02-01 10:32:00.000,Variant 34,34,Karel de Groot,Purchasing Agent
155,Release Purchase Order,Immanuel Karagianni-Requester,2011-02-01 17:53:00.000,2011-02-01 17:54:00.000,Variant 34,34,Immanuel Karagianni,Requester
155,Approve Purchase Order for payment,Magdalena Predutta-Purchasing Agent,2011-02-02 00:16:00.000,2011-02-02 00:17:00.000,Variant 34,34,Magdalena Predutta,Purchasing Agent
155,Send Invoice,Esmeralda Clay-Supplier,2011-02-02 19:12:00.000,2011-02-02 19:12:00.000,Variant 34,34,Esmeralda Clay,Supplier
155,Release Supplier's Invoice,Karalda Nimwada-Financial Manager,2011-02-03 09:30:00.000,2011-02-03 09:32:00.000,Variant 34,34,Karalda Nimwada,Financial Manager
155,Authorize Supplier's Invoice payment,Karalda Nimwada-Financial Manager,2011-02-03 09:32:00.000,2011-02-03 09:32:00.000,Variant 34,34,Karalda Nimwada,Financial Manager
155,Pay Invoice,Pedro Alvares-Financial Manager,2011-02-03 10:27:00.000,2011-02-03 10:40:00.000,Variant 34,34,Pedro Alvares,Financial Manager
156,Create Purchase Requisition,Penn Osterwalder-Requester,2011-01-21 08:49:00.000,2011-01-21 09:18:00.000,Variant 1,1,Penn Osterwalder,Requester
156,Analyze Purchase Requisition,Francis Odell-Requester Manager,2011-01-22 09:04:00.000,2011-01-22 09:13:00.000,Variant 1,1,Francis Odell,Requester Manager
156,Create Request for Quotation,Maris Freeman-Requester Manager,2011-01-22 09:17:00.000,2011-01-22 09:20:00.000,Variant 1,1,Maris Freeman,Requester Manager
156,Analyze Request for Quotation,Francois de Perrier-Purchasing Agent,2011-01-23 06:32:00.000,2011-01-23 06:59:00.000,Variant 1,1,Francois de Perrier,Purchasing Agent
156,Amend Request for Quotation,Penn Osterwalder-Requester,2011-01-23 07:46:00.000,2011-01-23 07:54:00.000,Variant 1,1,Penn Osterwalder,Requester
156,Analyze Request for Quotation,Karel de Groot-Purchasing Agent,2011-01-25 01:26:00.000,2011-01-25 02:02:00.000,Variant 1,1,Karel de Groot,Purchasing Agent
156,Amend Request for Quotation,Alberto Duport-Requester,2011-01-25 02:43:00.000,2011-01-25 02:57:00.000,Variant 1,1,Alberto Duport,Requester
156,Analyze Request for Quotation,Karel de Groot-Purchasing Agent,2011-01-25 21:07:00.000,2011-01-25 21:34:00.000,Variant 1,1,Karel de Groot,Purchasing Agent
159,Create Purchase Requisition,Elvira Lores-Requester,2011-01-21 15:02:00.000,2011-01-21 15:42:00.000,Variant 12,12,Elvira Lores,Requester
159,Analyze Purchase Requisition,Francis Odell-Requester Manager,2011-01-22 02:58:00.000,2011-01-22 03:05:00.000,Variant 12,12,Francis Odell,Requester Manager
159,Create Request for Quotation,Maris Freeman-Requester Manager,2011-01-22 03:11:00.000,2011-01-22 03:14:00.000,Variant 12,12,Maris Freeman,Requester Manager
159,Analyze Request for Quotation,Francois de Perrier-Purchasing Agent,2011-01-23 03:45:00.000,2011-01-23 03:59:00.000,Variant 12,12,Francois de Perrier,Purchasing Agent
159,Amend Request for Quotation,Christian Francois-Requester,2011-01-23 04:48:00.000,2011-01-23 04:54:00.000,Variant 12,12,Christian Francois,Requester
159,Analyze Request for Quotation,Karel de Groot-Purchasing Agent,2011-01-23 06:20:00.000,2011-01-23 06:36:00.000,Variant 12,12,Karel de Groot,Purchasing Agent
159,Amend Request for Quotation,Miu Hanwan-Requester,2011-01-23 07:31:00.000,2011-01-23 07:43:00.000,Variant 12,12,Miu Hanwan,Requester
159,Analyze Request for Quotation,Francois de Perrier-Purchasing Agent,2011-01-25 23:12:00.000,2011-01-25 23:38:00.000,Variant 12,12,Francois de Perrier,Purchasing Agent
159,Send Request for Quotation to Supplier,Magdalena Predutta-Purchasing Agent,2011-01-27 05:39:00.000,2011-01-27 06:07:00.000,Variant 12,12,Magdalena Predutta,Purchasing Agent
159,Create Quotation comparison Map,Karel de Groot-Purchasing Agent,2011-01-27 10:59:00.000,2011-01-27 12:45:00.000,Variant 12,12,Karel de Groot,Purchasing Agent
159,Analyze Quotation Comparison Map,Elvira Lores-Requester,2011-01-27 19:17:00.000,2011-01-27 19:37:00.000,Variant 12,12,Elvira Lores,Requester
159,Choose best option,Kim Passa-Requester,2011-01-27 19:37:00.000,2011-01-27 19:37:00.000,Variant 12,12,Kim Passa,Requester
159,Settle Conditions With Supplier,Francois de Perrier-Purchasing Agent,2011-01-30 07:21:00.000,2011-01-30 19:48:00.000,Variant 12,12,Francois de Perrier,Purchasing Agent
159,Create Purchase Order,Magdalena Predutta-Purchasing Agent,2011-01-31 03:09:00.000,2011-01-31 03:20:00.000,Variant 12,12,Magdalena Predutta,Purchasing Agent
159,Confirm Purchase Order,Kiu Kan-Supplier,2011-01-31 17:59:00.000,2011-01-31 18:25:00.000,Variant 12,12,Kiu Kan,Supplier
159,Deliver Goods Services,Karen Clarens-Supplier,2011-02-02 22:12:00.000,2011-02-03 15:33:00.000,Variant 12,12,Karen Clarens,Supplier
159,Release Purchase Order,Anna Kaufmann-Requester,2011-02-03 23:37:00.000,2011-02-03 23:38:00.000,Variant 12,12,Anna Kaufmann,Requester
159,Approve Purchase Order for payment,Karel de Groot-Purchasing Agent,2011-02-04 09:15:00.000,2011-02-04 09:16:00.000,Variant 12,12,Karel de Groot,Purchasing Agent
159,Send Invoice,Karen Clarens-Supplier,2011-02-04 22:13:00.000,2011-02-04 22:13:00.000,Variant 12,12,Karen Clarens,Supplier
159,Release Supplier's Invoice,Karalda Nimwada-Financial Manager,2011-02-05 12:25:00.000,2011-02-05 12:28:00.000,Variant 12,12,Karalda Nimwada,Financial Manager
159,Settle Dispute With Supplier,Karalda Nimwada-Financial Manager,2011-02-05 12:52:00.000,2011-02-05 13:10:00.000,Variant 12,12,Karalda Nimwada,Financial Manager
159,Authorize Supplier's Invoice payment,Karalda Nimwada-Financial Manager,2011-02-05 13:10:00.000,2011-02-05 13:10:00.000,Variant 12,12,Karalda Nimwada,Financial Manager
159,Pay Invoice,Pedro Alvares-Financial Manager,2011-02-05 14:13:00.000,2011-02-05 14:23:00.000,Variant 12,12,Pedro Alvares,Financial Manager
170,Create Purchase Requisition,Miu Hanwan-Requester,2011-01-22 22:35:00.000,2011-01-22 23:20:00.000,Variant 14,14,Miu Hanwan,Requester
170,Analyze Purchase Requisition,Francis Odell-Requester Manager,2011-01-23 15:11:00.000,2011-01-23 15:16:00.000,Variant 14,14,Francis Odell,Requester Manager
170,Create Request for Quotation,Heinz Gutschmidt-Requester Manager,2011-01-23 15:21:00.000,2011-01-23 15:23:00.000,Variant 14,14,Heinz Gutschmidt,Requester Manager
170,Analyze Request for Quotation,Francois de Perrier-Purchasing Agent,2011-01-25 23:48:00.000,2011-01-26 00:25:00.000,Variant 14,14,Francois de Perrier,Purchasing Agent
170,Send Request for Quotation to Supplier,Karel de Groot-Purchasing Agent,2011-01-26 02:45:00.000,2011-01-26 03:06:00.000,Variant 14,14,Karel de Groot,Purchasing Agent
170,Create Quotation comparison Map,Karel de Groot-Purchasing Agent,2011-01-26 03:25:00.000,2011-01-26 06:47:00.000,Variant 14,14,Karel de Groot,Purchasing Agent
170,Analyze Quotation Comparison Map,Esmana Liubiata-Requester,2011-01-26 13:28:00.000,2011-01-26 14:00:00.000,Variant 14,14,Esmana Liubiata,Requester
170,Choose best option,Tesca Lobes-Requester,2011-01-26 14:00:00.000,2011-01-26 14:00:00.000,Variant 14,14,Tesca Lobes,Requester
170,Settle Conditions With Supplier,Karel de Groot-Purchasing Agent,2011-01-26 20:26:00.000,2011-01-27 10:27:00.000,Variant 14,14,Karel de Groot,Purchasing Agent
170,Create Purchase Order,Karel de Groot-Purchasing Agent,2011-01-27 22:40:00.000,2011-01-27 22:50:00.000,Variant 14,14,Karel de Groot,Purchasing Agent
170,Confirm Purchase Order,Esmeralda Clay-Supplier,2011-01-28 07:12:00.000,2011-01-28 07:19:00.000,Variant 14,14,Esmeralda Clay,Supplier
170,Deliver Goods Services,Esmeralda Clay-Supplier,2011-01-31 00:41:00.000,2011-02-01 08:56:00.000,Variant 14,14,Esmeralda Clay,Supplier
170,Release Purchase Order,Kim Passa-Requester,2011-02-01 16:35:00.000,2011-02-01 16:36:00.000,Variant 14,14,Kim Passa,Requester
170,Approve Purchase Order for payment,Magdalena Predutta-Purchasing Agent,2011-02-02 00:15:00.000,2011-02-02 00:16:00.000,Variant 14,14,Magdalena Predutta,Purchasing Agent
170,Send Invoice,Sean Manney-Supplier,2011-02-02 14:17:00.000,2011-02-02 14:17:00.000,Variant 14,14,Sean Manney,Supplier
170,Authorize Supplier's Invoice payment,Karalda Nimwada-Financial Manager,2011-02-03 04:57:00.000,2011-02-03 04:57:00.000,Variant 14,14,Karalda Nimwada,Financial Manager
170,Pay Invoice,Pedro Alvares-Financial Manager,2011-02-03 05:49:00.000,2011-02-03 05:55:00.000,Variant 14,14,Pedro Alvares,Financial Manager
182,Create Purchase Requisition,Fjodor Kowalski-Requester,2011-01-24 20:06:00.000,2011-01-24 20:52:00.000,Variant 35,35,Fjodor Kowalski,Requester
182,Analyze Purchase Requisition,Maris Freeman-Requester Manager,2011-01-25 13:17:00.000,2011-01-25 13:23:00.000,Variant 35,35,Maris Freeman,Requester Manager
182,Create Request for Quotation,Maris Freeman-Requester Manager,2011-01-25 13:30:00.000,2011-01-25 13:31:00.000,Variant 35,35,Maris Freeman,Requester Manager
182,Analyze Request for Quotation,Karel de Groot-Purchasing Agent,2011-01-25 18:20:00.000,2011-01-25 18:41:00.000,Variant 35,35,Karel de Groot,Purchasing Agent
182,Amend Request for Quotation,Christian Francois-Requester,2011-01-25 19:29:00.000,2011-01-25 19:35:00.000,Variant 35,35,Christian Francois,Requester
182,Analyze Request for Quotation,Karel de Groot-Purchasing Agent,2011-01-26 01:48:00.000,2011-01-26 02:11:00.000,Variant 35,35,Karel de Groot,Purchasing Agent
182,Amend Request for Quotation,Christian Francois-Requester,2011-01-26 02:58:00.000,2011-01-26 03:06:00.000,Variant 35,35,Christian Francois,Requester
182,Analyze Request for Quotation,Karel de Groot-Purchasing Agent,2011-01-30 09:17:00.000,2011-01-30 09:41:00.000,Variant 35,35,Karel de Groot,Purchasing Agent
182,Amend Request for Quotation,Immanuel Karagianni-Requester,2011-01-30 10:36:00.000,2011-01-30 10:43:00.000,Variant 35,35,Immanuel Karagianni,Requester
182,Analyze Request for Quotation,Magdalena Predutta-Purchasing Agent,2011-01-31 07:05:00.000,2011-01-31 07:29:00.000,Variant 35,35,Magdalena Predutta,Purchasing Agent
182,Send Request for Quotation to Supplier,Magdalena Predutta-Purchasing Agent,2011-01-31 15:03:00.000,2011-01-31 15:14:00.000,Variant 35,35,Magdalena Predutta,Purchasing Agent
182,Create Quotation comparison Map,Karel de Groot-Purchasing Agent,2011-01-31 15:59:00.000,2011-01-31 19:49:00.000,Variant 35,35,Karel de Groot,Purchasing Agent
182,Analyze Quotation Comparison Map,Penn Osterwalder-Requester,2011-02-01 03:21:00.000,2011-02-01 03:49:00.000,Variant 35,35,Penn Osterwalder,Requester
182,Choose best option,Fjodor Kowalski-Requester,2011-02-01 03:49:00.000,2011-02-01 03:49:00.000,Variant 35,35,Fjodor Kowalski,Requester
182,Settle Conditions With Supplier,Francois de Perrier-Purchasing Agent,2011-02-01 19:49:00.000,2011-02-02 07:35:00.000,Variant 35,35,Francois de Perrier,Purchasing Agent
182,Create Purchase Order,Magdalena Predutta-Purchasing Agent,2011-02-03 06:13:00.000,2011-02-03 06:23:00.000,Variant 35,35,Magdalena Predutta,Purchasing Agent
182,Confirm Purchase Order,Carmen Finacse-Supplier,2011-02-03 10:18:00.000,2011-02-03 10:41:00.000,Variant 35,35,Carmen Finacse,Supplier
182,Deliver Goods Services,Carmen Finacse-Supplier,2011-02-04 23:52:00.000,2011-02-06 03:06:00.000,Variant 35,35,Carmen Finacse,Supplier
182,Release Purchase Order,Christian Francois-Requester,2011-02-06 11:02:00.000,2011-02-06 11:03:00.000,Variant 35,35,Christian Francois,Requester
182,Settle Dispute With Supplier,Karel de Groot-Purchasing Agent,2011-02-06 21:45:00.000,2011-02-07 06:32:00.000,Variant 35,35,Karel de Groot,Purchasing Agent
182,Release Purchase Order,Kim Passa-Requester,2011-02-07 14:41:00.000,2011-02-07 14:42:00.000,Variant 35,35,Kim Passa,Requester
182,Approve Purchase Order for payment,Magdalena Predutta-Purchasing Agent,2011-02-07 19:11:00.000,2011-02-07 19:12:00.000,Variant 35,35,Magdalena Predutta,Purchasing Agent
182,Send Invoice,Esmeralda Clay-Supplier,2011-02-08 01:24:00.000,2011-02-08 01:24:00.000,Variant 35,35,Esmeralda Clay,Supplier
182,Authorize Supplier's Invoice payment,Pedro Alvares-Financial Manager,2011-02-08 15:33:00.000,2011-02-08 15:33:00.000,Variant 35,35,Pedro Alvares,Financial Manager
182,Pay Invoice,Pedro Alvares-Financial Manager,2011-02-08 16:18:00.000,2011-02-08 16:25:00.000,Variant 35,35,Pedro Alvares,Financial Manager
195,Create Purchase Requisition,Fjodor Kowalski-Requester,2011-01-25 14:50:00.000,2011-01-25 14:57:00.000,Variant 36,36,Fjodor Kowalski,Requester
195,Create Request for Quotation,Fjodor Kowalski-Requester,2011-01-25 18:12:00.000,2011-01-25 18:21:00.000,Variant 36,36,Fjodor Kowalski,Requester
195,Analyze Request for Quotation,Francois de Perrier-Purchasing Agent,2011-01-26 00:25:00.000,2011-01-26 00:47:00.000,Variant 36,36,Francois de Perrier,Purchasing Agent
195,Amend Request for Quotation,Anna Kaufmann-Requester,2011-01-26 01:28:00.000,2011-01-26 01:40:00.000,Variant 36,36,Anna Kaufmann,Requester
195,Analyze Request for Quotation,Francois de Perrier-Purchasing Agent,2011-01-31 18:44:00.000,2011-01-31 19:05:00.000,Variant 36,36,Francois de Perrier,Purchasing Agent
195,Amend Request for Quotation,Anne Olwada-Requester,2011-01-31 20:02:00.000,2011-01-31 20:09:00.000,Variant 36,36,Anne Olwada,Requester
195,Analyze Request for Quotation,Magdalena Predutta-Purchasing Agent,2011-02-02 20:06:00.000,2011-02-02 20:19:00.000,Variant 36,36,Magdalena Predutta,Purchasing Agent
195,Amend Request for Quotation,Christian Francois-Requester,2011-02-02 21:06:00.000,2011-02-02 21:13:00.000,Variant 36,36,Christian Francois,Requester
195,Analyze Request for Quotation,Magdalena Predutta-Purchasing Agent,2011-02-04 07:29:00.000,2011-02-04 07:30:00.000,Variant 36,36,Magdalena Predutta,Purchasing Agent
195,Amend Request for Quotation,Fjodor Kowalski-Requester,2011-02-04 08:18:00.000,2011-02-04 08:28:00.000,Variant 36,36,Fjodor Kowalski,Requester
195,Analyze Request for Quotation,Francois de Perrier-Purchasing Agent,2011-02-05 10:39:00.000,2011-02-05 11:11:00.000,Variant 36,36,Francois de Perrier,Purchasing Agent
204,Create Purchase Requisition,Immanuel Karagianni-Requester,2011-01-26 19:21:00.000,2011-01-26 20:07:00.000,Variant 37,37,Immanuel Karagianni,Requester
204,Analyze Purchase Requisition,Maris Freeman-Requester Manager,2011-01-27 13:45:00.000,2011-01-27 13:51:00.000,Variant 37,37,Maris Freeman,Requester Manager
204,Create Request for Quotation,Heinz Gutschmidt-Requester Manager,2011-01-27 13:55:00.000,2011-01-27 13:57:00.000,Variant 37,37,Heinz Gutschmidt,Requester Manager
204,Analyze Request for Quotation,Francois de Perrier-Purchasing Agent,2011-01-28 15:45:00.000,2011-01-28 16:01:00.000,Variant 37,37,Francois de Perrier,Purchasing Agent
204,Amend Request for Quotation,Clement Duchot-Requester,2011-01-28 16:53:00.000,2011-01-28 17:00:00.000,Variant 37,37,Clement Duchot,Requester
204,Analyze Request for Quotation,Karel de Groot-Purchasing Agent,2011-01-28 20:28:00.000,2011-01-28 20:56:00.000,Variant 37,37,Karel de Groot,Purchasing Agent
204,Send Request for Quotation to Supplier,Karel de Groot-Purchasing Agent,2011-01-29 18:29:00.000,2011-01-29 18:52:00.000,Variant 37,37,Karel de Groot,Purchasing Agent
204,Create Quotation comparison Map,Magdalena Predutta-Purchasing Agent,2011-01-30 00:22:00.000,2011-01-30 03:30:00.000,Variant 37,37,Magdalena Predutta,Purchasing Agent
204,Analyze Quotation Comparison Map,Christian Francois-Requester,2011-01-30 10:10:00.000,2011-01-30 10:17:00.000,Variant 37,37,Christian Francois,Requester
204,Choose best option,Penn Osterwalder-Requester,2011-01-30 10:17:00.000,2011-01-30 10:17:00.000,Variant 37,37,Penn Osterwalder,Requester
204,Settle Conditions With Supplier,Magdalena Predutta-Purchasing Agent,2011-01-30 21:00:00.000,2011-01-31 02:19:00.000,Variant 37,37,Magdalena Predutta,Purchasing Agent
204,Create Purchase Order,Magdalena Predutta-Purchasing Agent,2011-01-31 04:22:00.000,2011-01-31 04:33:00.000,Variant 37,37,Magdalena Predutta,Purchasing Agent
204,Confirm Purchase Order,Kiu Kan-Supplier,2011-01-31 17:29:00.000,2011-01-31 17:42:00.000,Variant 37,37,Kiu Kan,Supplier
204,Deliver Goods Services,Karen Clarens-Supplier,2011-01-31 23:42:00.000,2011-02-02 22:12:00.000,Variant 37,37,Karen Clarens,Supplier
204,Release Purchase Order,Elvira Lores-Requester,2011-02-03 06:05:00.000,2011-02-03 06:06:00.000,Variant 37,37,Elvira Lores,Requester
204,Settle Dispute With Supplier,Francois de Perrier-Purchasing Agent,2011-02-03 13:17:00.000,2011-02-03 22:12:00.000,Variant 37,37,Francois de Perrier,Purchasing Agent
204,Release Purchase Order,Fjodor Kowalski-Requester,2011-02-04 05:36:00.000,2011-02-04 05:37:00.000,Variant 37,37,Fjodor Kowalski,Requester
